id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image
31564,110046,【自营】日本久光制药膏药镇痛贴消炎止痛膏贴7枚*10久光贴膏药膏,https://img.alicdn.com/bao/uploaded/O1CN01OvFHGX1qGOerrXgsL_!!6000000005468-0-yinhe.jpg,久光制药,230,每件直降275元,OTC药品/国际医药,1
1562371,102386,【自营】Optrex爱滴氏眼部润眼喷雾缓解护眼睛干涩疲劳儿童眼药水,https://img.alicdn.com/bao/uploaded/i1/2549841410/O1CN01FbnkFY1MHpKQ3Xf2x_!!2-item_pic.png,OPTREX/爱滴氏,139.05,1件9.3折,OTC药品/国际医药,1
1563257,102386,【自营】Rogaine落健培健5%米诺地尔酊泡沫防脱生发液泡沫女专用,https://img.alicdn.com/bao/uploaded/O1CN01RKSA261q94NGp0wDT_!!6000000005452-0-yinhe.jpg,Rogaine/培健,169,每件直降40元,OTC药品/国际医药,1
1540722,80548,鱼跃雾化机家用儿童家庭用婴儿医用手持便携吸入器老人雾化器M102,https://img.alicdn.com/bao/uploaded/O1CN01I2U2lK1C2ZqDuclOf_!!6000000000023-0-yinhe.jpg,鱼跃,183,满259减50,医疗器械,1
1539639,104460,欧姆龙血血糖用品血糖仪631-A血糖仪家用测试高精准糖尿病,https://img.alicdn.com/bao/uploaded/O1CN01JrusCT1Ii9hGYEuyz_!!6000000000926-0-yinhe.jpg,Omron/欧姆龙,109,,医疗器械,1
1540718,80548,鱼跃血压测量仪高精准家用语音电子血压计臂式老人测血压仪690CR,https://img.alicdn.com/bao/uploaded/O1CN01OqaRG21qzHFL6zxUs_!!6000000005566-0-yinhe.jpg,鱼跃,258,满309减20,医疗器械,1
1550227,102386,美年大健康瑞慈中青老年体检套餐男女士体检卡北京上海等城市通用,https://img.alicdn.com/bao/uploaded/O1CN01RE1OYl1QjXndUjKry_!!6000000002012-0-yinhe.jpg,美年大健康,169,满1000减980,体检/医疗保障卡,1
1547538,102386,美年大健康感恩高端体检套餐头颅胸部CT心脏中老年父母全身通用,https://img.alicdn.com/bao/uploaded/O1CN01FQ2B0p1PeDecWa1Ib_!!6000000001865-0-yinhe.jpg,美年大健康,1415.8,1件8.4折,体检/医疗保障卡,1
1547562,102386,【抖音同款】美年大健康关爱女性体检套餐 妇科HPV 肿瘤 中青老年,https://img.alicdn.com/bao/uploaded/O1CN01wuCual1bj3FgmVEzn_!!6000000003500-0-yinhe.jpg,美年大健康,641.88,1件8.7折,体检/医疗保障卡,1
1548967,104460,绽妍械字号医用修护蓝敷料补水激光术后敏肌修护3片非面膜冷敷贴,https://img.alicdn.com/bao/uploaded/O1CN01C8OLga1XpE5XcDY0c_!!6000000002972-2-yinhe.png,JUYOU/绽妍,69.9,,医疗器械,1
39557,110046,【政府补贴15%】荣泰按摩椅家用全身揉捏全自动太空舱按摩沙发A36,https://img.alicdn.com/bao/uploaded/O1CN01Jli8xe1uaKP67BKni_!!6000000006053-0-yinhe.jpg,ROTAI/荣泰,3299,满5699减1545,个人护理/保健/按摩器材,1
45764,"661,706",飞科电动剃须刀政府补贴男士刮胡刀快充2025新款官方正品男友礼物,https://img.alicdn.com/bao/uploaded/O1CN01JHJDK51G2ogAoBYIn_!!6000000000565-0-yinhe.jpg,Flyco/飞科,140,1件减25元,个人护理/保健/按摩器材,1
64685,6,【政府补贴15%】崔娅可清理等离子直发梳不伤发拉直发梳送礼物女,https://img.alicdn.com/bao/uploaded/O1CN01iHQXGz1ik9W0xvnXx_!!6000000004450-0-yinhe.jpg,TSUYAGLA,175,下单立减124元,个人护理/保健/按摩器材,1
1235091,104460,香山婴儿体重秤智能秤体重家用精准称重带卷尺电子秤,https://img.alicdn.com/bao/uploaded/O1CN017CIu6d1F6BqszLraI_!!6000000000437-0-yinhe.jpg,香山,169,,个人护理/保健/按摩器材,1
1565349,102386,王一博同款skg腰部按摩仪器V5全自动揉捏全身背部腰部颈椎腰靠垫,https://img.alicdn.com/bao/uploaded/O1CN01hLQR9p23s2GsqfXJ2_!!6000000007310-0-yinhe.jpg,SKG/未来健康,399,1件减100元,个人护理/保健/按摩器材,1
1536286,"180,005",玛姬儿压缩面膜纸 美容院补水湿敷专用 蚕丝超薄水疗官方正品纸膜,https://img.alicdn.com/bao/uploaded/O1CN015SKK9t29sNyAluMs6_!!6000000008123-0-yinhe.jpg,MAGGIER/玛姬儿,15,,彩妆/香水/美妆工具,1
1538576,102386,【七夕礼物】雪花秀致美养肤无瑕版气垫遮瑕美白防晒粉底液,https://img.alicdn.com/bao/uploaded/O1CN01EO4HKZ1OMzDqYuNxh_!!6000000001692-0-yinhe.jpg,SULWHASOO/雪花秀,330,满340减10,彩妆/香水/美妆工具,1
1563896,102386,【自营】库博光学欧柯视日抛盒30片装进口一次性透明隐形近视眼镜,https://img.alicdn.com/bao/uploaded/O1CN01W8YP5J1exejNAqSWY_!!6000000003938-0-yinhe.jpg,CooperVision/库博光学,56,每件直降6.8元,隐形眼镜/护理液,1
1552992,104460,库博光学透明隐形眼镜月抛倍新半年抛量近视透明官方正品初戴,https://img.alicdn.com/bao/uploaded/O1CN01B976E41OTOivTSZ8u_!!6000000001706-2-yinhe.png,库博光学,51.57,,隐形眼镜/护理液,1
1547629,104460,普诺瞳曦明OK镜护理液角膜塑性RGP硬性隐形眼镜冲洗强效杀菌,https://img.alicdn.com/bao/uploaded/O1CN01fgBQLW1sUFrjgbnhG_!!6000000005769-2-yinhe.png,普诺瞳,65,,隐形眼镜/护理液,1
1551451,80005,金丝绒古筝罩 防尘罩防尘套盖布古筝琴披163 165CM 通用古筝罩,https://img.alicdn.com/bao/uploaded/O1CN01fRScbd219UNAOK1Ua_!!6000000006942-2-yinhe.png,夏邑忆铭乐器专营店,6.08,官方8.8折,乐器/吉他/钢琴/配件,1
1552438,80005,Dunlop邓禄普Jazz 3防滑/大号/标准尼龙爵士电吉他拨片速弹片1.38,https://img.alicdn.com/bao/uploaded/i3/726514207/O1CN01hXFqNx1gwqpgFfiSh_!!2-item_pic.png,Dunlop/邓洛普,3.08,官方8.8折,乐器/吉他/钢琴/配件,1
1543308,80005,芬达Fender 250/350/3250 电吉他弦子弹头09 010 套装琴弦3150,https://img.alicdn.com/bao/uploaded/i2/726514207/O1CN01I29yM71gwqpeGhqu9_!!2-item_pic.png,Fender/芬德,57.2,官方8.8折,乐器/吉他/钢琴/配件,1
1251674,102386,澳加狮 Switch手柄握把适用任天堂joycon手柄握把ns充电支架左右手柄手柄架充电底座oled配件,https://img.alicdn.com/bao/uploaded/O1CN01kciYXh1gsjhElCsFr_!!6000000004198-0-yinhe.jpg,aolion/澳加狮,20.7,补贴2.3元,电玩/配件/游戏/攻略,1
1554410,104460,【部分地区国补15%】索尼PS5 Slim国行数字版家用电视游戏机,https://img.alicdn.com/bao/uploaded/O1CN01VJDX7K1GWaXMxzytg_!!6000000000630-0-yinhe.jpg,playstation,2899,,电玩/配件/游戏/攻略,1
65169,6,【自营】Nintendo任天堂游戏机Switch单机红蓝/白色手柄OLED掌机,https://img.alicdn.com/bao/uploaded/O1CN011vCYhR1r8RInVAPjn_!!6000000005586-0-yinhe.jpg,Nintendo/任天堂,1938,每件直降662元,电玩/配件/游戏/攻略,1
1254669,89512,网红毛球生日帽儿童成人宝宝创意节日派对装饰场景布置卡通蛋糕帽,https://img.alicdn.com/bao/uploaded/O1CN01AXm4gt1S34Nj8jMMV_!!6000000002190-0-yinhe.jpg,禾斯语,7.8,,节庆用品/礼品,1
1254735,89512,烘焙皇冠蛋糕装饰摆件网红森系奢华水晶麋鹿雪花插件水晶羽毛插牌,https://img.alicdn.com/bao/uploaded/O1CN013WO7ET1wLKOuVa2Gs_!!6000000006291-0-yinhe.jpg,龚妹妹蛋糕烘焙,1.9,,节庆用品/礼品,1
1406567,89512,高级感黑粉色甜品台母亲节蛋糕装饰插牌18岁女孩生日推推乐贴纸,https://img.alicdn.com/bao/uploaded/O1CN01AwfdA226rz4fqnHYl_!!6000000007716-0-yinhe.jpg,JETGO,2,,节庆用品/礼品,1
1408574,89512,意大利复古韦特塔罗牌正版维特教程桌布tarot Vintage,https://img.alicdn.com/bao/uploaded/O1CN01i3JfcA23OGHsL6vxs_!!6000000007245-2-yinhe.png,经典塔罗,110,,模玩/动漫/周边/娃圈三坑/桌游,1
1553126,104460,疯狂小狗狗罐头营养湿粮拌饭主食罐柯基泰迪成犬幼犬狗零食,https://img.alicdn.com/bao/uploaded/O1CN01LYKXk71qLtQCU2mFL_!!6000000005480-2-yinhe.png,疯狂小狗,59.9,,宠物/宠物食品及用品,1
1556835,102386,【一日三餐】【U先试用】爱喜雅AixiA猫罐进口金枪鱼主食餐包湿粮,https://img.alicdn.com/bao/uploaded/O1CN016Fn64Y1xiWOQFfCBw_!!6000000006477-0-yinhe.jpg,爱喜雅,9.9,,宠物/宠物食品及用品,1
1556841,102386,pidan猫抓板磨爪瓦楞纸猫窝耐磨猫玩具圆形款猫抓板窝,https://img.alicdn.com/bao/uploaded/O1CN01eglQ501VqU0f2FfGL_!!6000000002704-0-yinhe.jpg,PIDAN,29.9,直降10元,宠物/宠物食品及用品,1
1556911,102386,诚实一口下午茶零食冻干鸡肉蔓越莓鱼油美毛猫草排毛宠物零食冻干,https://img.alicdn.com/bao/uploaded/O1CN01ORRfgf1XnOXzUGntv_!!6000000002968-0-yinhe.jpg,诚实一口,24.9,满33.9减9,宠物/宠物食品及用品,1
1557516,102386,俘获G12毛球克星猫咪零食云杉助排毛助化毛片猫草冻干粒磨牙专用,https://img.alicdn.com/bao/uploaded/O1CN011s15f31ZzsV59JU6E_!!6000000003266-0-yinhe.jpg,俘获,26.8,直降3元,宠物/宠物食品及用品,1
1557525,102386,关谷庄宠物零食猫罐头主食罐猫咪补水营养湿粮24罐整箱官方旗舰店,https://img.alicdn.com/bao/uploaded/O1CN01pBh7Jv1Z9fQkZvJhu_!!6000000003152-0-yinhe.jpg,关谷庄,8.9,满10减5,宠物/宠物食品及用品,1
1557566,102386,fiveboy植物猫砂除臭杀菌去味豆腐木薯混合砂专用官方旗舰店正品,https://img.alicdn.com/bao/uploaded/O1CN01J6iVr71uKIZnj5FZV_!!6000000006018-0-yinhe.jpg,fiveboy,4.9,满12减8,宠物/宠物食品及用品,1
1557568,102386,派旺5G宠物智能猫咪自动喂食器猫狗狗猫粮狗粮监控可视定时定量,https://img.alicdn.com/bao/uploaded/O1CN01F7sYIC1SBJXfoXITH_!!6000000002208-0-yinhe.jpg,PETWANT/派旺,399,满499减50,宠物/宠物食品及用品,1
1557756,102386,喵三餐猫罐头主食罐猫咪补充营养鸡胸肉幼成猫无谷湿粮零食24整箱,https://img.alicdn.com/bao/uploaded/O1CN010x4Vm01Xg41A3Zj3T_!!6000000002952-0-yinhe.jpg,喵三餐,12.9,满24减12,宠物/宠物食品及用品,1
1557798,102386,宠超人主食幼猫奶糕猫零食长肉猫饭湿粮妙鲜包鸡肉牛肉营养膏罐头,https://img.alicdn.com/bao/uploaded/O1CN01rsiYkx1vdp3sHomdf_!!6000000006196-0-yinhe.jpg,宠超人,3.98,,宠物/宠物食品及用品,1
